@RELATION hand

@ATTRIBUTE f111 NUMERIC
@ATTRIBUTE f112 NUMERIC
@ATTRIBUTE f113 NUMERIC
@ATTRIBUTE f121 NUMERIC
@ATTRIBUTE f122 NUMERIC
@ATTRIBUTE f123 NUMERIC
@ATTRIBUTE f131 NUMERIC
@ATTRIBUTE f132 NUMERIC
@ATTRIBUTE f133 NUMERIC
@ATTRIBUTE f141 NUMERIC
@ATTRIBUTE f142 NUMERIC
@ATTRIBUTE f143 NUMERIC
@ATTRIBUTE f211 NUMERIC
@ATTRIBUTE f212 NUMERIC
@ATTRIBUTE f213 NUMERIC
@ATTRIBUTE f221 NUMERIC
@ATTRIBUTE f222 NUMERIC
@ATTRIBUTE f223 NUMERIC
@ATTRIBUTE f231 NUMERIC
@ATTRIBUTE f232 NUMERIC
@ATTRIBUTE f233 NUMERIC
@ATTRIBUTE f241 NUMERIC
@ATTRIBUTE f242 NUMERIC
@ATTRIBUTE f243 NUMERIC
@ATTRIBUTE f311 NUMERIC
@ATTRIBUTE f312 NUMERIC
@ATTRIBUTE f313 NUMERIC
@ATTRIBUTE f321 NUMERIC
@ATTRIBUTE f322 NUMERIC
@ATTRIBUTE f323 NUMERIC
@ATTRIBUTE f331 NUMERIC
@ATTRIBUTE f332 NUMERIC
@ATTRIBUTE f333 NUMERIC
@ATTRIBUTE f341 NUMERIC
@ATTRIBUTE f342 NUMERIC
@ATTRIBUTE f343 NUMERIC
@ATTRIBUTE f411 NUMERIC
@ATTRIBUTE f412 NUMERIC
@ATTRIBUTE f413 NUMERIC
@ATTRIBUTE f421 NUMERIC
@ATTRIBUTE f422 NUMERIC
@ATTRIBUTE f423 NUMERIC
@ATTRIBUTE f431 NUMERIC
@ATTRIBUTE f432 NUMERIC
@ATTRIBUTE f433 NUMERIC
@ATTRIBUTE f441 NUMERIC
@ATTRIBUTE f442 NUMERIC
@ATTRIBUTE f443 NUMERIC
@ATTRIBUTE f511 NUMERIC
@ATTRIBUTE f512 NUMERIC
@ATTRIBUTE f513 NUMERIC
@ATTRIBUTE f521 NUMERIC
@ATTRIBUTE f522 NUMERIC
@ATTRIBUTE f523 NUMERIC
@ATTRIBUTE f531 NUMERIC
@ATTRIBUTE f532 NUMERIC
@ATTRIBUTE f533 NUMERIC
@ATTRIBUTE f541 NUMERIC
@ATTRIBUTE f542 NUMERIC
@ATTRIBUTE f543 NUMERIC
@ATTRIBUTE class {open, closed, claw}

@DATA
79.9746, 157.229, 118.464,68.9397, 167.538, 99.0794,53.3595, 184.647, 65.0388,44.6895, 196.217, 40.7413,86.805, 190.178, 84.3252,84.6158, 206.744, 29.8097,78.7506, 216.269, -1.28041,75.3021, 221.434, -20.6139,102.657, 194.525, 88.0297,110.253, 211.336, 33.0816,112.622, 220.986, -3.30666,114.115, 226.239, -25.9027,118.383, 194.941, 94.4225,133.497, 209.643, 46.1274,141.871, 216.577, 12.2158,147.16, 219.629, -9.77886,133.495, 189.384, 100.512,157.397, 210.964, 70.0067,175.166, 227.341, 58.0254,187.357, 236.314, 48.1488,open
79.9742, 157.207, 118.439,68.9472, 167.524, 99.0541,53.3795, 184.647, 65.0149,44.7178, 196.227, 40.7189,86.822, 190.165, 84.313,84.6278, 206.72, 29.7975,78.7354, 216.212, -1.29782,75.2696, 221.358, -20.6332,102.674, 194.507, 88.0235,110.277, 211.319, 33.0778,112.64, 220.952, -3.31524,114.129, 226.192, -25.9147,118.398, 194.918, 94.4209,133.521, 209.623, 46.1307,141.893, 216.548, 12.2168,147.18, 219.592, -9.77935,133.507, 189.355, 100.513,157.434, 210.936, 70.0352,175.231, 227.304, 58.0824,187.442, 236.264, 48.2181,open
79.9647, 157.195, 118.412,68.944, 167.516, 99.0262,53.387, 184.647, 64.9856,44.7341, 196.231, 40.6889,86.8267, 190.162, 84.2974,84.6302, 206.702, 29.7805,78.7132, 216.16, -1.32062,75.231, 221.291, -20.6569,102.678, 194.502, 88.0146,110.279, 211.287, 33.0635,112.618, 220.866, -3.3454,114.093, 226.074, -25.9533,118.399, 194.91, 94.4177,133.533, 209.613, 46.1317,141.904, 216.522, 12.2146,147.19, 219.552, -9.78371,133.506, 189.344, 100.514,157.459, 210.93, 70.0683,175.284, 227.291, 58.1505,187.517, 236.238, 48.302,open
79.9632, 157.182, 118.384,68.949, 167.509, 98.9981,53.4037, 184.65, 64.9574,44.7603, 196.242, 40.6605,86.841, 190.158, 84.2819,84.6476, 206.686, 29.7639,78.7127, 216.112, -1.34362,75.2191, 221.226, -20.6825,102.691, 194.496, 88.0067,110.295, 211.268, 33.0542,112.62, 220.81, -3.36517,114.085, 225.995, -25.979,118.41, 194.901, 94.4161,133.553, 209.594, 46.1323,141.92, 216.47, 12.2078,147.203, 219.472, -9.79503,133.514, 189.333, 100.517,157.498, 210.92, 70.106,175.357, 227.272, 58.227,187.615, 236.205, 48.3983,open
79.9584, 157.159, 118.352,68.9517, 167.495, 98.9666,53.4169, 184.652, 64.9288,44.7798, 196.255, 40.6353,86.8537, 190.151, 84.2695,84.6756, 206.694, 29.757,78.737, 216.118, -1.35046,75.2406, 221.233, -20.6885,102.702, 194.488, 88.0042,110.305, 211.24, 33.0495,112.602, 220.732, -3.3851,114.05, 225.889, -26.0062,118.417, 194.889, 94.4217,133.576, 209.584, 46.1455,141.946, 216.437, 12.2173,147.231, 219.419, -9.78788,133.518, 189.318, 100.527,157.537, 210.913, 70.1603,175.432, 227.257, 58.3276,187.719, 236.176, 48.5218,open
80.3597, 157.322, 118.515,69.3433, 167.623, 99.1157,53.7876, 184.724, 65.0587,45.1377, 196.293, 40.7527,87.226, 190.316, 84.4274,85.0569, 206.839, 29.9097,79.1162, 216.245, -1.2027,75.6198, 221.35, -20.5435,103.063, 194.681, 88.1738,110.64, 211.361, 33.1986,112.882, 220.738, -3.26895,114.298, 225.829, -25.907,118.773, 195.111, 94.6041,133.927, 209.758, 46.3173,142.281, 216.51, 12.3652,147.556, 219.413, -9.65254,133.879, 189.568, 100.724,157.908, 211.187, 70.3945,175.824, 227.541, 58.6066,188.131, 236.458, 48.8255,open
80.543, 157.506, 118.614,69.5247, 167.762, 99.1921,53.9641, 184.792, 65.1013,45.3104, 196.315, 40.7748,87.3869, 190.482, 84.5046,85.2486, 206.952, 29.9699,79.3244, 216.32, -1.15715,75.8396, 221.402, -20.5061,103.212, 194.88, 88.2652,110.787, 211.453, 33.2628,112.999, 220.689, -3.24277,114.398, 225.692, -25.9016,118.913, 195.345, 94.7132,134.088, 209.95, 46.4227,142.456, 216.642, 12.4623,147.742, 219.503, -9.55832,134.022, 189.836, 100.855,158.06, 211.47, 70.5529,175.982, 227.842, 58.7999,188.301, 236.769, 49.0436,open
80.7691, 157.589, 118.656,69.7421, 167.821, 99.2261,54.1556, 184.819, 65.1289,45.4722, 196.324, 40.8047,87.5953, 190.582, 84.5595,85.4805, 207.062, 30.0269,79.5682, 216.428, -1.10309,76.0919, 221.508, -20.4539,103.41, 195.002, 88.3354,110.955, 211.457, 33.3027,113.097, 220.475, -3.26124,114.454, 225.341, -25.9526,119.105, 195.49, 94.7976,134.292, 210.105, 46.5163,142.663, 216.778, 12.553,147.953, 219.624, -9.46845,134.217, 190.001, 100.952,158.269, 211.678, 70.7084,176.208, 228.08, 59.0241,188.547, 237.027, 49.3113,open
81.189, 157.849, 118.849,70.1282, 168.02, 99.4063,54.4748, 184.92, 65.2898,45.7396, 196.362, 40.954,87.9491, 190.805, 84.7034,85.8006, 207.198, 30.1461,79.8679, 216.503, -0.998106,76.3805, 221.546, -20.3567,103.755, 195.263, 88.4729,111.21, 211.527, 33.3812,113.246, 220.29, -3.25075,114.539, 224.985, -25.9816,119.449, 195.791, 94.9346,134.588, 210.322, 46.6176,142.916, 216.89, 12.6233,148.181, 219.668, -9.41299,134.571, 190.342, 101.097,158.599, 212.023, 70.8536,176.535, 228.447, 59.1952,188.881, 237.407, 49.5033,open
81.4486, 157.896, 118.967,70.3611, 168.006, 99.5077,54.6345, 184.81, 65.3734,45.822, 196.192, 41.0373,88.176, 190.869, 84.831,86.0298, 207.265, 30.2751,80.0955, 216.561, -0.87138,76.6086, 221.598, -20.2316,103.973, 195.351, 88.6105,111.401, 211.59, 33.5123,113.392, 220.285, -3.13811,114.659, 224.935, -25.8798,119.662, 195.904, 95.0814,134.786, 210.411, 46.7587,143.092, 216.91, 12.7454,148.344, 219.642, -9.29962,134.789, 190.478, 101.252,158.82, 212.2, 71.0572,176.771, 228.654, 59.4628,189.134, 237.641, 49.8174,open
81.6653, 157.924, 119.091,70.5591, 167.944, 99.5963,54.7506, 184.606, 65.4223,45.8304, 195.896, 41.0829,88.3841, 190.916, 84.9727,86.2576, 207.312, 30.417,80.3266, 216.586, -0.736767,76.8429, 221.609, -20.1014,104.172, 195.415, 88.7672,111.598, 211.661, 33.6742,113.56, 220.339, -2.98195,114.81, 224.978, -25.7267,119.856, 195.983, 95.2517,134.972, 210.434, 46.9192,143.246, 216.806, 12.8742,148.479, 219.457, -9.18542,134.984, 190.573, 101.433,159.041, 212.327, 71.299,177.024, 228.797, 59.7769,189.415, 237.798, 50.1809,open
81.8217, 158.005, 119.205,70.7036, 167.971, 99.6898,54.8588, 184.546, 65.4877,45.8971, 195.778, 41.1365,88.5271, 190.986, 85.0735,86.4, 207.345, 30.507,80.4671, 216.585, -0.65678,76.9827, 221.586, -20.0268,104.312, 195.497, 88.8693,111.723, 211.718, 33.7685,113.663, 220.371, -2.89442,114.9, 224.995, -25.6431,119.993, 196.077, 95.3567,135.086, 210.464, 47.0038,143.322, 216.736, 12.9313,148.531, 219.314, -9.14262,135.124, 190.679, 101.544,159.187, 212.432, 71.424,177.185, 228.906, 59.9299,189.589, 237.914, 50.3568,open
82.2335, 157.982, 119.423,71.0661, 167.898, 99.91,55.1234, 184.389, 65.7115,46.0787, 195.566, 41.3657,88.8816, 190.982, 85.2979,86.665, 207.353, 30.739,80.6778, 216.583, -0.417193,77.1599, 221.578, -19.7827,104.671, 195.492, 89.0718,111.98, 211.732, 33.9646,113.836, 220.385, -2.70277,115.022, 225.003, -25.4552,120.363, 196.072, 95.5355,135.34, 210.424, 47.1443,143.457, 216.61, 13.0279,148.589, 219.126, -9.07104,135.503, 190.673, 101.697,159.534, 212.442, 71.5737,177.539, 228.921, 60.0976,189.947, 237.938, 50.5386,open
82.473, 158.024, 119.557,71.2731, 167.884, 100.034,55.2673, 184.284, 65.8206,46.188, 195.4, 41.4585,89.085, 191.042, 85.4436,86.8415, 207.417, 30.8873,80.835, 216.63, -0.27032,77.3061, 221.613, -19.6368,104.871, 195.567, 89.2172,112.134, 211.813, 34.1087,113.941, 220.444, -2.56615,115.098, 225.045, -25.3236,120.562, 196.16, 95.6792,135.491, 210.5, 47.2755,143.553, 216.635, 13.1367,148.65, 219.118, -8.97409,135.709, 190.773, 101.837,159.739, 212.565, 71.7408,177.764, 229.049, 60.3033,190.19, 238.069, 50.7699,open
82.6078, 158.012, 119.633,71.3886, 167.823, 100.096,55.3469, 184.142, 65.8595,46.2601, 195.2, 41.4729,89.2088, 191.047, 85.532,86.956, 207.433, 30.9802,80.9404, 216.638, -0.177774,77.4076, 221.612, -19.546,104.993, 195.575, 89.3077,112.235, 211.835, 34.2023,114.014, 220.463, -2.47471,115.153, 225.058, -25.2341,120.684, 196.171, 95.7702,135.59, 210.502, 47.3608,143.618, 216.594, 13.2067,148.694, 219.045, -8.91246,135.833, 190.787, 101.926,159.879, 212.586, 71.8553,177.935, 229.056, 60.449,190.384, 238.064, 50.9341,open
82.7598, 157.976, 119.711,71.5159, 167.742, 100.166,55.43, 183.988, 65.9149,46.3285, 194.997, 41.5102,89.3463, 191.032, 85.6276,87.0909, 207.438, 31.0822,81.0722, 216.642, -0.0752444,77.5391, 221.612, -19.4445,105.127, 195.569, 89.4085,112.345, 211.832, 34.3044,114.087, 220.431, -2.38112,115.204, 225.003, -25.1463,120.817, 196.171, 95.8742,135.707, 210.511, 47.4661,143.713, 216.582, 13.3033,148.775, 219.014, -8.82125,135.967, 190.793, 102.03,160.033, 212.605, 71.9933,178.126, 229.06, 60.6239,190.603, 238.045, 51.1259,open
82.9277, 157.972, 119.823,71.6553, 167.69, 100.271,55.5169, 183.859, 66.0082,46.3881, 194.817, 41.5899,89.4932, 191.04, 85.7483,87.2349, 207.45, 31.2047,81.2134, 216.647, 0.0455303,77.6804, 221.607, -19.3261,105.269, 195.59, 89.534,112.461, 211.821, 34.4216,114.164, 220.349, -2.28222,115.259, 224.877, -25.0574,120.956, 196.205, 96.0038,135.833, 210.549, 47.5953,143.822, 216.596, 13.4244,148.874, 219.005, -8.70488,136.11, 190.84, 102.162,160.191, 212.662, 72.1543,178.315, 229.102, 60.8163,190.818, 238.064, 51.3302,open
83.0939, 158.014, 119.956,71.7991, 167.69, 100.396,55.6211, 183.792, 66.1204,46.4792, 194.706, 41.6857,89.6287, 191.077, 85.8706,87.3574, 207.438, 31.313,81.3268, 216.566, 0.135643,77.7923, 221.471, -19.2497,105.399, 195.646, 89.6573,112.559, 211.825, 34.5294,114.224, 220.277, -2.19368,115.296, 224.758, -24.9792,121.084, 196.28, 96.1295,135.939, 210.598, 47.7098,143.903, 216.6, 13.525,148.939, 218.974, -8.61135,136.243, 190.934, 102.292,160.333, 212.752, 72.296,178.486, 229.171, 60.9745,191.012, 238.104, 51.4923,open
83.1676, 157.986, 119.981,71.8586, 167.654, 100.425,55.6573, 183.742, 66.1538,46.5147, 194.646, 41.7145,89.6923, 191.064, 85.9076,87.4045, 207.388, 31.3418,81.3495, 216.44, 0.147045,77.8001, 221.301, -19.2469,105.46, 195.638, 89.6974,112.603, 211.786, 34.5621,114.242, 220.167, -2.17844,115.297, 224.603, -24.9733,121.145, 196.276, 96.1713,135.993, 210.599, 47.753,143.949, 216.586, 13.5638,148.98, 218.949, -8.57483,136.305, 190.934, 102.334,160.413, 212.758, 72.3645,178.599, 229.16, 61.0725,191.15, 238.067, 51.6007,open
82.8991, 157.795, 119.752,71.636, 167.529, 100.203,55.5206, 183.724, 65.9421,46.4648, 194.696, 41.4994,89.5762, 190.943, 85.7769,87.4104, 207.383, 31.2419,81.4146, 216.48, 0.0486927,77.899, 221.372, -19.3434,105.352, 195.459, 89.6023,112.613, 211.669, 34.5052,114.311, 220.045, -2.23396,115.401, 224.481, -25.0273,121.029, 196.032, 96.1011,135.977, 210.379, 47.7273,143.974, 216.329, 13.5418,149.027, 218.661, -8.59519,136.164, 190.626, 102.272,160.405, 212.443, 72.4136,178.696, 228.788, 61.2116,191.315, 237.642, 51.7817,open
82.9157, 157.717, 119.679,71.6474, 167.466, 100.14,55.5243, 183.689, 65.8963,46.4758, 194.681, 41.4593,89.6009, 190.915, 85.7535,87.4512, 207.391, 31.2301,81.4567, 216.471, 0.031549,77.9419, 221.354, -19.3629,105.374, 195.429, 89.5934,112.633, 211.603, 34.494,114.306, 219.852, -2.27508,115.381, 224.218, -25.0828,121.047, 195.998, 96.1012,136.005, 210.376, 47.7444,143.999, 216.305, 13.5548,149.05, 218.614, -8.58507,136.18, 190.588, 102.272,160.451, 212.44, 72.4715,178.777, 228.776, 61.3165,191.423, 237.606, 51.9016,open
82.9897, 157.658, 119.62,71.7042, 167.399, 100.087,55.5539, 183.615, 65.8532,46.5043, 194.605, 41.4148,89.6584, 190.906, 85.7411,87.5198, 207.419, 31.2292,81.5262, 216.484, 0.0261583,78.0133, 221.357, -19.3712,105.423, 195.434, 89.5974,112.673, 211.579, 34.4967,114.318, 219.703, -2.30139,115.376, 223.99, -25.1248,121.092, 196.013, 96.1165,136.053, 210.421, 47.7754,144.045, 216.316, 13.5796,149.095, 218.595, -8.56355,136.227, 190.614, 102.291,160.517, 212.514, 72.5468,178.872, 228.847, 61.4374,191.542, 237.656, 52.0381,open
83.0235, 157.582, 119.59,71.7269, 167.329, 100.066,55.5605, 183.556, 65.8456,46.5201, 194.555, 41.4068,89.6922, 190.873, 85.7524,87.5633, 207.414, 31.25,81.5668, 216.456, 0.0410962,78.0542, 221.31, -19.3611,105.453, 195.405, 89.622,112.7, 211.541, 34.5249,114.323, 219.587, -2.29129,115.368, 223.823, -25.1249,121.117, 195.985, 96.1498,136.089, 210.413, 47.8225,144.083, 216.277, 13.6221,149.134, 218.529, -8.52341,136.252, 190.586, 102.326,160.57, 212.515, 72.6308,178.959, 228.834, 61.5614,191.656, 237.618, 52.1755,open
82.8727, 157.378, 119.356,71.6077, 167.198, 99.8506,55.4958, 183.553, 65.6649,46.509, 194.64, 41.2452,89.6362, 190.786, 85.6537,87.6173, 207.471, 31.1922,81.6764, 216.542, -0.019237,78.1981, 221.412, -19.4234,105.394, 195.289, 89.5693,112.74, 211.513, 34.5196,114.41, 219.524, -2.30221,115.483, 223.745, -25.1373,121.047, 195.83, 96.1283,136.115, 210.385, 47.8733,144.166, 216.305, 13.696,149.251, 218.589, -8.4383,136.165, 190.394, 102.313,160.585, 212.388, 72.7566,179.053, 228.687, 61.7929,191.807, 237.439, 52.455,open
82.7455, 157.161, 119.132,71.5109, 167.057, 99.6476,55.4505, 183.543, 65.5004,46.5117, 194.721, 41.1041,89.5959, 190.692, 85.5692,87.6876, 207.517, 31.1474,81.8064, 216.607, -0.0695896,78.3638, 221.495, -19.4758,105.349, 195.168, 89.5311,112.786, 211.483, 34.5299,114.491, 219.455, -2.29891,115.585, 223.651, -25.1376,120.991, 195.673, 96.1214,136.136, 210.328, 47.9297,144.215, 216.251, 13.7598,149.317, 218.527, -8.37148,136.093, 190.203, 102.313,160.615, 212.27, 72.9057,179.165, 228.554, 62.0618,191.977, 237.283, 52.7846,open
82.6878, 157.063, 119.023,71.4709, 166.998, 99.5471,55.4415, 183.549, 65.4173,46.5279, 194.774, 41.0329,89.5795, 190.651, 85.5249,87.7175, 207.53, 31.1192,81.8572, 216.61, -0.104776,78.4274, 221.493, -19.5145,105.332, 195.114, 89.5077,112.812, 211.497, 34.5352,114.538, 219.489, -2.28806,115.645, 223.698, -25.1238,120.968, 195.6, 96.1116,136.144, 210.293, 47.9465,144.23, 216.2, 13.7758,149.335, 218.462, -8.35616,136.063, 190.113, 102.306,160.63, 212.211, 72.961,179.215, 228.482, 62.1608,192.053, 237.191, 52.8999,open
82.6308, 156.956, 118.9,71.4337, 166.934, 99.4362,55.4398, 183.562, 65.3269,46.5531, 194.84, 40.9572,89.5676, 190.607, 85.4756,87.7538, 207.553, 31.0905,81.9145, 216.635, -0.136987,78.4965, 221.523, -19.5475,105.318, 195.054, 89.4806,112.848, 211.527, 34.5435,114.6, 219.568, -2.26804,115.723, 223.806, -25.0976,120.949, 195.519, 96.0987,136.155, 210.252, 47.9617,144.243, 216.141, 13.7884,149.348, 218.384, -8.34548,136.037, 190.011, 102.295,160.652, 212.141, 73.014,179.276, 228.394, 62.2544,192.14, 237.075, 53.0052,open
82.7181, 156.953, 118.891,71.5358, 166.953, 99.4297,55.5731, 183.622, 65.3268,46.7123, 194.934, 40.963,89.6674, 190.67, 85.5357,87.9177, 207.664, 31.1647,82.1096, 216.728, -0.0738916,78.7115, 221.609, -19.4897,105.406, 195.131, 89.575,112.993, 211.681, 34.672,114.775, 219.744, -2.13317,115.918, 223.996, -24.9591,121.024, 195.605, 96.2205,136.272, 210.392, 48.1199,144.377, 216.267, 13.9483,149.493, 218.493, -8.18442,136.108, 190.107, 102.433,160.769, 212.28, 73.2068,179.427, 228.494, 62.4545,192.316, 237.111, 53.1838,open
82.8888, 157.028, 119.046,71.7109, 167.002, 99.5684,55.7592, 183.633, 65.4419,46.9076, 194.922, 41.0648,89.8169, 190.761, 85.7029,88.1019, 207.73, 31.3247,82.3034, 216.744, 0.0700035,78.9123, 221.598, -19.3539,105.539, 195.256, 89.7664,113.165, 211.816, 34.8733,114.97, 219.872, -1.93251,116.128, 224.12, -24.7583,121.147, 195.763, 96.4357,136.409, 210.525, 48.3404,144.508, 216.314, 14.153,149.623, 218.476, -7.98626,136.233, 190.297, 102.671,160.915, 212.48, 73.4503,179.592, 228.647, 62.6651,192.495, 237.197, 53.3548,open
83.2213, 157.132, 119.271,72.0373, 167.061, 99.7737,56.0845, 183.629, 65.6179,47.2362, 194.884, 41.2236,90.0874, 190.904, 85.9538,88.4074, 207.864, 31.574,82.6203, 216.833, 0.30422,79.2397, 221.659, -19.1285,105.784, 195.458, 90.0515,113.449, 212.068, 35.1797,115.283, 220.143, -1.62022,116.462, 224.404, -24.4427,121.375, 196.024, 96.7534,136.639, 210.783, 48.6695,144.718, 216.473, 14.4618,149.826, 218.55, -7.6872,136.47, 190.614, 103.018,161.148, 212.861, 73.8236,179.817, 229.024, 63.0227,192.723, 237.539, 53.6865,open
83.6831, 157.171, 119.518,72.478, 167.068, 100.017,56.495, 183.596, 65.8563,47.6309, 194.833, 41.4599,90.4525, 191.004, 86.2435,88.7757, 207.99, 31.873,82.9864, 216.935, 0.5969,79.6077, 221.749, -18.8393,106.122, 195.623, 90.3701,113.783, 212.316, 35.5245,115.611, 220.428, -1.26759,116.791, 224.709, -24.0862,121.701, 196.252, 97.097,136.943, 211.074, 49.0337,144.999, 216.747, 14.818,150.099, 218.805, -7.33457,136.809, 190.903, 103.38,161.453, 213.25, 74.218,180.095, 229.437, 63.4105,192.992, 237.944, 54.0549,open
83.8392, 157.18, 119.718,72.6399, 167.04, 100.195,56.6718, 183.513, 66.0005,47.8227, 194.717, 41.5833,90.5816, 191.017, 86.4414,88.9466, 207.958, 32.0573,83.1748, 216.845, 0.761452,79.8089, 221.623, -18.6857,106.233, 195.677, 90.5931,113.926, 212.357, 35.7508,115.768, 220.438, -1.0473,116.959, 224.693, -23.8703,121.798, 196.346, 97.3463,137.056, 211.148, 49.2886,145.11, 216.757, 15.0619,150.21, 218.766, -7.09479,136.909, 191.037, 103.657,161.568, 213.398, 74.5028,180.221, 229.552, 63.6705,193.131, 238.001, 54.2821,open
84.0396, 157.354, 119.989,72.8435, 167.144, 100.429,56.8852, 183.506, 66.1778,48.0488, 194.64, 41.7239,90.7358, 191.161, 86.673,89.1298, 207.968, 32.2516,83.3506, 216.727, 0.920691,79.9817, 221.431, -18.5441,106.362, 195.88, 90.8497,114.091, 212.493, 35.9942,115.946, 220.506, -0.817804,117.149, 224.712, -23.6492,121.911, 196.614, 97.6342,137.194, 211.352, 49.5712,145.258, 216.866, 15.3318,150.371, 218.806, -6.82809,137.027, 191.366, 103.985,161.7, 213.72, 74.8243,180.367, 229.829, 63.9556,193.294, 238.196, 54.5214,open
84.2083, 157.386, 120.152,73.0068, 167.138, 100.576,57.0425, 183.443, 66.3004,48.2074, 194.544, 41.8308,90.8547, 191.198, 86.8311,89.2461, 207.946, 32.3966,83.4393, 216.62, 1.04732,80.0568, 221.268, -18.4283,106.462, 195.963, 91.0273,114.195, 212.548, 36.1683,116.04, 220.505, -0.65646,117.24, 224.669, -23.4956,121.999, 196.744, 97.8329,137.285, 211.475, 49.7741,145.347, 216.944, 15.527,150.463, 218.85, -6.63516,137.121, 191.541, 104.207,161.786, 213.939, 75.0714,180.445, 230.067, 64.22,193.376, 238.436, 54.7939,open
84.2022, 157.198, 120.141,73.0168, 166.987, 100.574,57.0806, 183.354, 66.3149,48.2659, 194.496, 41.8567,90.8921, 191.05, 86.8696,89.2921, 207.844, 32.4542,83.462, 216.517, 1.109,80.0661, 221.161, -18.3655,106.502, 195.796, 91.0787,114.247, 212.428, 36.2395,116.076, 220.397, -0.583347,117.265, 224.568, -23.4219,122.037, 196.553, 97.8917,137.316, 211.277, 49.8386,145.331, 216.677, 15.5701,150.414, 218.517, -6.60484,137.152, 191.329, 104.265,161.862, 213.734, 75.1781,180.563, 229.837, 64.3638,193.521, 238.177, 54.9504,open
84.2177, 157.101, 120.127,73.0347, 166.905, 100.566,57.1055, 183.3, 66.3173,48.3032, 194.463, 41.8641,90.9115, 190.987, 86.8903,89.3214, 207.796, 32.4829,83.4806, 216.439, 1.13152,80.0804, 221.058, -18.348,106.516, 195.738, 91.1146,114.266, 212.383, 36.2854,116.077, 220.322, -0.545026,117.257, 224.469, -23.3882,122.046, 196.498, 97.939,137.327, 211.245, 49.899,145.324, 216.626, 15.6241,150.397, 218.444, -6.55502,137.159, 191.276, 104.318,161.891, 213.711, 75.2783,180.616, 229.807, 64.4981,193.594, 238.12, 55.0901,open
83.651, 156.286, 119.243,72.5678, 166.284, 99.7236,56.8151, 183.017, 65.5573,48.1535, 194.42, 41.1639,90.5455, 190.468, 86.3523,89.2488, 207.715, 32.0786,83.558, 216.559, 0.755575,80.2518, 221.3, -18.7107,106.128, 195.173, 90.7069,114.169, 212.231, 36.0548,116.154, 220.379, -0.720862,117.44, 224.663, -23.533,121.619, 195.864, 97.6252,137.165, 211.028, 49.8021,145.339, 216.695, 15.6152,150.525, 218.692, -6.52213,136.694, 190.578, 104.041,161.616, 213.238, 75.3336,180.437, 229.357, 64.7667,193.489, 237.649, 55.4467,open
83.863, 156.119, 119.218,72.7447, 166.135, 99.7278,56.9377, 182.913, 65.6091,48.2705, 194.356, 41.2348,90.6905, 190.381, 86.3973,89.3896, 207.656, 32.1369,83.6809, 216.433, 0.798566,80.3665, 221.134, -18.6762,106.252, 195.129, 90.7809,114.263, 212.194, 36.1402,116.195, 220.237, -0.66155,117.45, 224.47, -23.4852,121.732, 195.858, 97.7207,137.28, 211.143, 49.94,145.463, 216.875, 15.7659,150.66, 218.913, -6.36507,136.815, 190.609, 104.147,161.72, 213.37, 75.4917,180.532, 229.493, 64.9248,193.585, 237.731, 55.5644,open
83.9605, 156.047, 119.211,72.8306, 166.068, 99.73,57.0068, 182.859, 65.6261,48.3365, 194.315, 41.2589,90.7574, 190.346, 86.4227,89.4501, 207.642, 32.1719,83.7273, 216.403, 0.831621,80.4057, 221.094, -18.6442,106.309, 195.113, 90.819,114.311, 212.204, 36.1892,116.227, 220.235, -0.616124,117.472, 224.466, -23.4408,121.785, 195.858, 97.7682,137.335, 211.197, 50.0067,145.525, 216.955, 15.8388,150.729, 219.01, -6.28905,136.872, 190.626, 104.199,161.764, 213.438, 75.5695,180.565, 229.576, 65.0107,193.615, 237.812, 55.6446,open
84.1811, 155.935, 119.309,73.0276, 165.941, 99.8342,57.1692, 182.72, 65.741,48.4892, 194.177, 41.3772,90.8957, 190.292, 86.5645,89.5708, 207.604, 32.3239,83.821, 216.319, 0.975814,80.4875, 220.976, -18.5061,106.425, 195.109, 90.9849,114.41, 212.243, 36.3716,116.305, 220.254, -0.439184,117.54, 224.478, -23.2657,121.889, 195.902, 97.954,137.438, 211.306, 50.2181,145.638, 217.06, 16.0523,150.855, 219.106, -6.07338,136.987, 190.717, 104.398,161.836, 213.641, 75.8174,180.598, 229.841, 65.2848,193.633, 238.107, 55.9254,open
84.5046, 155.952, 119.508,73.322, 165.912, 100.026,57.4185, 182.628, 65.9235,48.7224, 194.053, 41.5494,91.1039, 190.345, 86.7774,89.7543, 207.635, 32.5336,83.9817, 216.288, 1.17264,80.6388, 220.904, -18.3173,106.605, 195.233, 91.2187,114.571, 212.385, 36.6117,116.459, 220.37, -0.205091,117.693, 224.581, -23.0341,122.056, 196.095, 98.2079,137.589, 211.531, 50.4834,145.795, 217.249, 16.3131,151.023, 219.27, -5.81233,137.169, 190.979, 104.671,161.953, 214.017, 76.1233,180.658, 230.295, 65.6123,193.669, 238.613, 56.2653,open
