@RELATION hand

@ATTRIBUTE f111 NUMERIC
@ATTRIBUTE f112 NUMERIC
@ATTRIBUTE f113 NUMERIC
@ATTRIBUTE f121 NUMERIC
@ATTRIBUTE f122 NUMERIC
@ATTRIBUTE f123 NUMERIC
@ATTRIBUTE f131 NUMERIC
@ATTRIBUTE f132 NUMERIC
@ATTRIBUTE f133 NUMERIC
@ATTRIBUTE f141 NUMERIC
@ATTRIBUTE f142 NUMERIC
@ATTRIBUTE f143 NUMERIC
@ATTRIBUTE f211 NUMERIC
@ATTRIBUTE f212 NUMERIC
@ATTRIBUTE f213 NUMERIC
@ATTRIBUTE f221 NUMERIC
@ATTRIBUTE f222 NUMERIC
@ATTRIBUTE f223 NUMERIC
@ATTRIBUTE f231 NUMERIC
@ATTRIBUTE f232 NUMERIC
@ATTRIBUTE f233 NUMERIC
@ATTRIBUTE f241 NUMERIC
@ATTRIBUTE f242 NUMERIC
@ATTRIBUTE f243 NUMERIC
@ATTRIBUTE f311 NUMERIC
@ATTRIBUTE f312 NUMERIC
@ATTRIBUTE f313 NUMERIC
@ATTRIBUTE f321 NUMERIC
@ATTRIBUTE f322 NUMERIC
@ATTRIBUTE f323 NUMERIC
@ATTRIBUTE f331 NUMERIC
@ATTRIBUTE f332 NUMERIC
@ATTRIBUTE f333 NUMERIC
@ATTRIBUTE f341 NUMERIC
@ATTRIBUTE f342 NUMERIC
@ATTRIBUTE f343 NUMERIC
@ATTRIBUTE f411 NUMERIC
@ATTRIBUTE f412 NUMERIC
@ATTRIBUTE f413 NUMERIC
@ATTRIBUTE f421 NUMERIC
@ATTRIBUTE f422 NUMERIC
@ATTRIBUTE f423 NUMERIC
@ATTRIBUTE f431 NUMERIC
@ATTRIBUTE f432 NUMERIC
@ATTRIBUTE f433 NUMERIC
@ATTRIBUTE f441 NUMERIC
@ATTRIBUTE f442 NUMERIC
@ATTRIBUTE f443 NUMERIC
@ATTRIBUTE f511 NUMERIC
@ATTRIBUTE f512 NUMERIC
@ATTRIBUTE f513 NUMERIC
@ATTRIBUTE f521 NUMERIC
@ATTRIBUTE f522 NUMERIC
@ATTRIBUTE f523 NUMERIC
@ATTRIBUTE f531 NUMERIC
@ATTRIBUTE f532 NUMERIC
@ATTRIBUTE f533 NUMERIC
@ATTRIBUTE f541 NUMERIC
@ATTRIBUTE f542 NUMERIC
@ATTRIBUTE f543 NUMERIC
@ATTRIBUTE class {open, closed, claw}

@DATA
32.9372, 171.498, 71.3918,21.1937, 182.232, 55.2645,3.54141, 198.778, 26.0698,-0.12486, 203.651, 2.6627,38.0043, 207.272, 45.9444,18.4254, 217.032, 7.33679,7.98619, 196.594, -2.92929,10.4793, 180.905, 5.25892,52.2658, 204.362, 40.5166,34.2355, 210.956, 0.906091,18.3677, 188.757, -7.15936,16.9012, 172.596, 5.34249,65.7897, 197.445, 36.7296,52.1831, 199.127, 2.85227,32.735, 176.001, -4.44383,23.0123, 158.371, 0.969146,76.0205, 186.099, 32.4287,67.4351, 190.583, 1.89263,49.3559, 176.636, -4.11886,38.3502, 165.308, 0.768799,closed
33.297, 171.45, 71.5743,21.5203, 182.214, 55.4907,3.79417, 198.81, 26.3679,0.030967, 203.718, 2.97584,38.3672, 207.231, 46.1375,18.6769, 217.069, 7.61095,8.1498, 196.662, -2.62926,10.6337, 180.962, 5.53932,52.6015, 204.288, 40.6564,34.4476, 210.961, 1.11601,18.4937, 188.81, -6.90848,17.0302, 172.645, 5.58826,66.0936, 197.339, 36.8155,52.371, 199.079, 2.99439,32.8383, 176.006, -4.23468,23.0921, 158.401, 1.21607,76.2791, 185.97, 32.4691,67.5963, 190.5, 1.96831,49.4595, 176.604, -3.9865,38.4429, 165.302, 0.936178,closed
33.6385, 171.345, 71.747,21.834, 182.148, 55.7105,4.04445, 198.817, 26.6657,0.19177, 203.785, 3.2908,38.7113, 207.17, 46.3721,18.9211, 217.133, 7.93356,8.31549, 196.77, -2.31263,10.7914, 181.047, 5.81544,52.921, 204.205, 40.8388,34.657, 211.013, 1.36585,18.6234, 188.923, -6.66327,17.1581, 172.734, 5.80127,66.3842, 197.232, 36.9395,52.5577, 199.074, 3.17187,32.9494, 176.06, -4.03025,23.1826, 158.468, 1.42888,76.5289, 185.849, 32.5355,67.7584, 190.466, 2.07461,49.5706, 176.624, -3.84634,38.5467, 165.337, 1.09485,closed
33.8136, 171.261, 71.885,22.0028, 182.098, 55.8758,4.19159, 198.828, 26.8779,0.282316, 203.858, 3.51144,38.9149, 207.133, 46.5823,19.0824, 217.218, 8.20109,8.42317, 196.894, -2.06927,10.8844, 181.149, 6.02115,53.1098, 204.154, 41.0194,34.7971, 211.098, 1.57954,18.704, 189.07, -6.4897,17.2201, 172.855, 5.9364,66.5532, 197.164, 37.0827,52.6761, 199.107, 3.34293,33.0122, 176.146, -3.87435,23.2208, 158.563, 1.56732,76.6687, 185.771, 32.6368,67.8578, 190.472, 2.20145,49.634, 176.679, -3.71859,38.5975, 165.402, 1.21826,closed
34.0196, 171.125, 72.0539,22.2061, 182.014, 56.0822,4.37884, 198.835, 27.1455,0.406096, 203.942, 3.7896,39.1781, 207.053, 46.8423,19.2987, 217.301, 8.53317,8.55923, 197.035, -1.7685,10.9917, 181.261, 6.27397,53.3526, 204.046, 41.2421,34.9826, 211.176, 1.843,18.8002, 189.236, -6.28076,17.281, 172.986, 6.0928,66.7667, 197.026, 37.2581,52.827, 199.107, 3.55238,33.0791, 176.227, -3.68787,23.2456, 158.659, 1.72727,76.8385, 185.615, 32.7593,67.9799, 190.43, 2.35572,49.7025, 176.708, -3.56495,38.6428, 165.451, 1.36419,closed
34.2345, 170.844, 72.2124,22.4149, 181.823, 56.307,4.55888, 198.793, 27.4741,0.498827, 203.989, 4.14096,39.4875, 206.816, 47.0843,19.5125, 217.28, 8.8866,8.62445, 197.099, -1.42709,11.0055, 181.289, 6.56147,53.6231, 203.749, 41.4189,35.1375, 211.108, 2.10107,18.7994, 189.293, -6.04133,17.2322, 173.012, 6.28363,66.9831, 196.669, 37.3613,52.9215, 198.923, 3.71756,33.0214, 176.171, -3.50854,23.1145, 158.641, 1.89768,76.975, 185.217, 32.7896,68.0219, 190.167, 2.43639,49.6471, 176.561, -3.4489,38.5469, 165.35, 1.49416,closed
34.3231, 170.711, 72.2951,22.508, 181.74, 56.4208,4.65021, 198.793, 27.6378,0.54424, 204.052, 4.3139,39.6418, 206.719, 47.2326,19.634, 217.319, 9.09325,8.66978, 197.188, -1.23974,11.0192, 181.356, 6.7135,53.7585, 203.622, 41.5368,35.23, 211.133, 2.25237,18.8074, 189.398, -5.92793,17.2027, 173.093, 6.35803,67.0902, 196.51, 37.4418,52.9784, 198.875, 3.82675,32.9978, 176.198, -3.41095,23.0475, 158.689, 1.9788,77.0397, 185.037, 32.8293,68.05, 190.076, 2.50193,49.6243, 176.538, -3.37961,38.4989, 165.351, 1.55988,closed
34.3888, 170.631, 72.3508,22.5725, 181.685, 56.4946,4.70684, 198.779, 27.7407,0.559652, 204.079, 4.4195,39.7424, 206.662, 47.3272,19.7081, 217.342, 9.22754,8.69694, 197.241, -1.11414,11.0294, 181.395, 6.81765,53.8466, 203.546, 41.6105,35.2857, 211.153, 2.34696,18.8099, 189.469, -5.8576,17.1828, 173.148, 6.40334,67.1604, 196.415, 37.4904,53.0127, 198.848, 3.89546,32.9825, 176.216, -3.34523,23.0072, 158.719, 2.03712,77.0837, 184.93, 32.8515,68.0681, 190.027, 2.53579,49.6111, 176.533, -3.34877,38.4686, 165.361, 1.5861,closed
34.4208, 170.602, 72.427,22.6128, 181.658, 56.5664,4.75984, 198.753, 27.8051,0.584026, 204.068, 4.47372,39.8199, 206.634, 47.4155,19.7791, 217.361, 9.33659,8.72841, 197.281, -1.00236,11.0413, 181.428, 6.92254,53.9149, 203.496, 41.688,35.3425, 211.167, 2.42759,18.819, 189.529, -5.79475,17.163, 173.202, 6.45271,67.2136, 196.344, 37.5559,53.048, 198.807, 3.9843,32.9783, 176.203, -3.22356,22.9841, 158.724, 2.18537,77.1139, 184.844, 32.9054,68.0839, 189.963, 2.60998,49.5983, 176.496, -3.24869,38.4429, 165.343, 1.70079,closed
34.4379, 170.574, 72.4831,22.635, 181.627, 56.6164,4.7914, 198.714, 27.8449,0.609315, 204.031, 4.50733,39.8565, 206.606, 47.4756,19.8201, 217.347, 9.40052,8.75872, 197.271, -0.937816,11.0645, 181.417, 6.98605,53.9493, 203.461, 41.7471,35.3803, 211.155, 2.48133,18.8413, 189.535, -5.75367,17.1716, 173.206, 6.48775,67.2437, 196.301, 37.6135,53.0783, 198.779, 4.03769,32.9927, 176.193, -3.18112,22.983, 158.721, 2.21982,77.1372, 184.796, 32.9611,68.1084, 189.923, 2.66766,49.6149, 176.467, -3.18983,38.4541, 165.32, 1.76056,closed
34.4637, 170.537, 72.5414,22.6729, 181.594, 56.6683,4.84778, 198.689, 27.8892,0.657798, 204.024, 4.54678,39.9198, 206.579, 47.5568,19.9018, 217.358, 9.48539,8.82612, 197.296, -0.864887,11.1176, 181.436, 7.05094,54.0112, 203.425, 41.8294,35.4596, 211.181, 2.54659,18.8963, 189.598, -5.73313,17.1968, 173.257, 6.48609,67.3001, 196.256, 37.6944,53.1445, 198.761, 4.12439,33.0417, 176.191, -3.09824,23.017, 158.727, 2.30087,77.1844, 184.745, 33.0372,68.1668, 189.898, 2.74496,49.6626, 176.462, -3.12472,38.4908, 165.322, 1.81647,closed
34.454, 170.451, 72.6302,22.6876, 181.524, 56.7508,4.90547, 198.646, 27.9611,0.716337, 204.015, 4.60965,39.9877, 206.515, 47.6948,20.0147, 217.371, 9.62553,8.9151, 197.337, -0.753757,11.1771, 181.464, 7.14526,54.0778, 203.344, 41.9733,35.5711, 211.231, 2.64554,18.9631, 189.731, -5.73805,17.2026, 173.366, 6.433,67.3576, 196.159, 37.8386,53.2302, 198.721, 4.27347,33.097, 176.185, -2.96933,23.0422, 158.734, 2.41787,77.226, 184.637, 33.1739,68.2383, 189.844, 2.88185,49.7158, 176.446, -3.01786,38.5218, 165.318, 1.90113,closed
34.45, 170.416, 72.666,22.6924, 181.489, 56.7798,4.92636, 198.609, 27.9792,0.734228, 203.988, 4.62116,40.015, 206.489, 47.7505,20.0604, 217.376, 9.68227,8.95124, 197.353, -0.708469,11.2015, 181.474, 7.18385,54.1046, 203.312, 42.0314,35.6163, 211.253, 2.68457,18.9902, 189.787, -5.74245,17.2043, 173.412, 6.4085,67.3808, 196.12, 37.8969,53.2648, 198.704, 4.33414,33.1194, 176.182, -2.91588,23.0525, 158.737, 2.46722,77.2428, 184.594, 33.2291,68.2672, 189.821, 2.9371,49.7373, 176.439, -2.97511,38.5343, 165.316, 1.93412,closed
34.4561, 170.349, 72.7465,22.7102, 181.434, 56.8596,4.96874, 198.573, 28.056,0.77266, 203.99, 4.69069,40.0623, 206.465, 47.9013,20.1374, 217.435, 9.84402,9.02022, 197.438, -0.587686,11.2557, 181.543, 7.27725,54.1527, 203.287, 42.1842,35.6975, 211.371, 2.79705,19.0421, 189.981, -5.7524,17.2049, 173.569, 6.33392,67.4258, 196.093, 38.0436,53.3306, 198.745, 4.48453,33.1734, 176.247, -2.80595,23.0919, 158.801, 2.54878,77.2816, 184.568, 33.3599,68.327, 189.859, 3.07251,49.79, 176.502, -2.87552,38.5749, 165.379, 2.00594,closed
34.5779, 170.402, 72.8814,22.808, 181.448, 56.9855,5.0298, 198.522, 28.1666,0.795887, 203.925, 4.79001,40.1318, 206.523, 48.0328,20.1695, 217.472, 9.99148,9.06548, 197.462, -0.430038,11.3233, 181.57, 7.43407,54.2211, 203.359, 42.3056,35.735, 211.476, 2.89069,19.0779, 190.114, -5.71415,17.2353, 173.685, 6.3429,67.4981, 196.178, 38.1555,53.3768, 198.813, 4.61047,33.2364, 176.293, -2.65827,23.1757, 158.84, 2.7093,77.3616, 184.662, 33.4645,68.3804, 189.945, 3.18382,49.8519, 176.571, -2.75074,38.6507, 165.437, 2.1391,closed
34.5407, 170.501, 73.0873,22.7967, 181.497, 57.1378,5.0646, 198.484, 28.2386,0.835856, 203.852, 4.83273,40.1572, 206.583, 48.196,20.2598, 217.489, 10.1116,9.15909, 197.468, -0.29477,11.3961, 181.587, 7.59652,54.2528, 203.401, 42.4943,35.833, 211.489, 3.02811,19.1727, 190.141, -5.58608,17.2988, 173.733, 6.49037,67.531, 196.204, 38.3742,53.4618, 198.799, 4.80825,33.3166, 176.281, -2.45185,23.2353, 158.843, 2.93008,77.3933, 184.675, 33.7143,68.461, 189.921, 3.4132,49.9319, 176.551, -2.5293,38.7157, 165.432, 2.36017,closed
34.5906, 170.504, 73.2,22.8488, 181.485, 57.2388,5.1196, 198.449, 28.3235,0.872341, 203.822, 4.90908,40.2187, 206.587, 48.3121,20.3326, 217.496, 10.2245,9.23234, 197.476, -0.184035,11.4661, 181.594, 7.70757,54.3152, 203.403, 42.6138,35.9085, 211.514, 3.12854,19.2425, 190.186, -5.51356,17.3542, 173.773, 6.5532,67.5933, 196.204, 38.4965,53.533, 198.802, 4.92894,33.3865, 176.286, -2.33368,23.3014, 158.85, 3.0482,77.4552, 184.674, 33.8384,68.531, 189.923, 3.53593,50.0014, 176.556, -2.41081,38.7829, 165.438, 2.47638,closed
34.5643, 170.498, 73.2492,22.8258, 181.457, 57.2702,5.10737, 198.381, 28.3256,0.866594, 203.735, 4.89961,40.1975, 206.566, 48.3412,20.3354, 217.441, 10.2329,9.25083, 197.408, -0.1684,11.4856, 181.532, 7.73623,54.2994, 203.384, 42.6552,35.9205, 211.479, 3.13641,19.2639, 190.155, -5.52569,17.3638, 173.747, 6.54257,67.583, 196.187, 38.5525,53.5473, 198.769, 4.95515,33.4059, 176.256, -2.34114,23.3056, 158.823, 3.01891,77.4523, 184.657, 33.9093,68.5481, 189.882, 3.59748,50.0278, 176.503, -2.35203,38.8104, 165.385, 2.53641,closed
34.5408, 170.511, 73.2621,22.8003, 181.446, 57.268,5.08535, 198.325, 28.2965,0.854014, 203.654, 4.85967,40.1647, 206.556, 48.3184,20.3257, 217.369, 10.1827,9.26776, 197.314, -0.203334,11.5106, 181.449, 7.72177,54.274, 203.379, 42.6478,35.9239, 211.435, 3.08821,19.2873, 190.105, -5.58868,17.381, 173.705, 6.48726,67.5671, 196.189, 38.5643,53.559, 198.741, 4.92443,33.4287, 176.227, -2.42141,23.3082, 158.794, 2.90061,77.45, 184.662, 33.9423,68.5667, 189.845, 3.61772,50.0626, 176.444, -2.33133,38.8508, 165.322, 2.56097,closed
34.5176, 170.536, 73.2721,22.7743, 181.439, 57.2579,5.06337, 198.259, 28.2508,0.850031, 203.545, 4.80156,40.1269, 206.545, 48.2727,20.3152, 217.268, 10.0997,9.29134, 197.181, -0.261351,11.545, 181.333, 7.69392,54.2455, 203.374, 42.622,35.9291, 211.36, 3.0151,19.3207, 190.012, -5.66491,17.4115, 173.628, 6.42877,67.5508, 196.191, 38.5644,53.5761, 198.692, 4.87599,33.4626, 176.169, -2.51743,23.3214, 158.735, 2.76519,77.4513, 184.668, 33.9722,68.5933, 189.789, 3.63004,50.1101, 176.357, -2.31474,38.9055, 165.232, 2.58508,closed
34.4827, 170.594, 73.2703,22.7237, 181.454, 57.2381,5.01063, 198.185, 28.1864,0.831732, 203.398, 4.7156,40.0579, 206.534, 48.1644,20.2884, 217.09, 9.92529,9.32627, 196.944, -0.386821,11.6017, 181.127, 7.62434,54.1927, 203.375, 42.5478,35.9291, 211.215, 2.86698,19.3755, 189.824, -5.79863,17.4701, 173.471, 6.33485,67.5201, 196.208, 38.5358,53.5992, 198.593, 4.78391,33.5277, 176.031, -2.64499,23.374, 158.594, 2.606,77.4528, 184.691, 33.9976,68.6354, 189.695, 3.62442,50.1906, 176.205, -2.30827,39.0005, 165.072, 2.60764,closed
34.4622, 170.685, 73.2302,22.6807, 181.492, 57.179,4.9566, 198.12, 28.0802,0.824742, 203.245, 4.58974,39.9704, 206.547, 47.999,20.2451, 216.891, 9.68097,9.37159, 196.667, -0.574644,11.684, 180.889, 7.50213,54.1272, 203.414, 42.4233,35.921, 211.057, 2.66357,19.4521, 189.591, -5.97256,17.5686, 173.276, 6.2125,67.4863, 196.276, 38.4659,53.628, 198.499, 4.65774,33.6333, 175.86, -2.77563,23.4974, 158.41, 2.46868,77.4662, 184.774, 33.9918,68.6945, 189.633, 3.58252,50.3056, 176.06, -2.33751,39.1399, 164.909, 2.59385,closed
34.4607, 170.691, 73.2282,22.6778, 181.494, 57.1762,4.9532, 198.117, 28.0748,0.824515, 203.237, 4.58313,39.9649, 206.548, 47.9899,20.2419, 216.879, 9.66758,9.37347, 196.652, -0.58483,11.688, 180.876, 7.49561,54.1229, 203.416, 42.4166,35.9198, 211.048, 2.65254,19.4558, 189.578, -5.98176,17.5737, 173.265, 6.20625,67.4838, 196.28, 38.4621,53.6289, 198.494, 4.65102,33.6386, 175.851, -2.78241,23.5039, 158.4, 2.46154,77.4664, 184.779, 33.9916,68.6972, 189.63, 3.58039,50.3115, 176.052, -2.33884,39.1473, 164.9, 2.59346,closed
34.4798, 170.994, 73.1408,22.5753, 181.665, 57.0897,4.76325, 198.006, 27.9086,0.804671, 202.873, 4.36823,39.6656, 206.63, 47.5238,20.0817, 216.232, 8.94477,9.57542, 195.732, -1.14383,12.0538, 180.086, 7.13884,53.9066, 203.634, 42.0893,35.8929, 210.567, 2.09001,19.7899, 188.788, -6.43825,18.0365, 172.588, 5.91603,67.395, 196.641, 38.3147,53.7617, 198.306, 4.32421,34.1004, 175.347, -3.15749,24.0716, 157.812, 2.01884,77.5704, 185.231, 34.0511,68.9572, 189.604, 3.52353,50.8051, 175.699, -2.376,39.7551, 164.447, 2.58763,closed
34.5006, 171.089, 73.138,22.5506, 181.729, 57.0999,4.70382, 197.996, 27.9087,0.815723, 202.776, 4.3602,39.5736, 206.652, 47.3973,20.0281, 216.015, 8.74084,9.641, 195.427, -1.29138,12.1758, 179.824, 7.05626,53.8403, 203.702, 42.0046,35.8812, 210.406, 1.93567,19.898, 188.523, -6.55216,18.1914, 172.361, 5.85686,67.3696, 196.759, 38.2855,53.8031, 198.245, 4.23938,34.2502, 175.184, -3.25958,24.2562, 157.619, 1.88832,77.6079, 185.382, 34.087,69.0399, 189.598, 3.52558,50.9647, 175.585, -2.36421,39.9527, 164.299, 2.60735,closed
34.5237, 171.205, 73.1345,22.5204, 181.837, 57.1308,4.64684, 198.055, 27.9446,0.866567, 202.74, 4.38742,39.4623, 206.679, 47.2439,19.9659, 215.751, 8.49526,9.72306, 195.057, -1.46763,12.3255, 179.508, 6.95879,53.7596, 203.785, 41.902,35.8692, 210.212, 1.74834,20.0305, 188.208, -6.69218,18.3786, 172.092, 5.78221,67.3379, 196.902, 38.2501,53.8538, 198.171, 4.14008,34.4297, 174.984, -3.38356,24.4723, 157.382, 1.71632,77.6516, 185.564, 34.1306,69.1396, 189.591, 3.52952,51.1549, 175.448, -2.3572,40.1803, 164.119, 2.60288,closed
34.542, 171.309, 73.1312,22.4894, 181.953, 57.1729,4.59086, 198.158, 28.0109,0.899397, 202.781, 4.44891,39.3646, 206.702, 47.1091,19.9135, 215.52, 8.28056,9.79746, 194.734, -1.62059,12.4584, 179.232, 6.87509,53.6885, 203.858, 41.8118,35.8604, 210.043, 1.58388,20.1483, 187.934, -6.81564,18.5433, 171.858, 5.71568,67.3091, 197.028, 38.2189,53.8986, 198.103, 4.05706,34.5856, 174.805, -3.49123,24.6551, 157.169, 1.55255,77.6885, 185.725, 34.1689,69.2271, 189.585, 3.5341,51.3208, 175.329, -2.35293,40.3744, 163.963, 2.58896,closed
34.556, 171.396, 73.1282,22.4688, 182.041, 57.1964,4.5604, 198.22, 28.0386,0.948908, 202.781, 4.4691,39.2827, 206.721, 46.9959,19.8712, 215.325, 8.1012,9.86157, 194.463, -1.74748,12.5711, 179.001, 6.80637,53.6285, 203.919, 41.736,35.8544, 209.902, 1.44577,20.2483, 187.707, -6.92005,18.6814, 171.666, 5.65858,67.2843, 197.133, 38.1926,53.9366, 198.045, 3.98995,34.7131, 174.654, -3.5872,24.796, 156.989, 1.38917,77.7183, 185.86, 34.201,69.3004, 189.579, 3.54011,51.4571, 175.23, -2.35018,40.5269, 163.835, 2.56537,closed
34.5667, 171.471, 73.1255,22.4557, 182.101, 57.2021,4.54605, 198.234, 28.0297,1.00943, 202.729, 4.45192,39.2135, 206.737, 46.9002,19.8366, 215.161, 7.95021,9.91698, 194.234, -1.8536,12.6671, 178.807, 6.74948,53.5776, 203.97, 41.6719,35.8502, 209.783, 1.32886,20.3335, 187.518, -7.00914,18.798, 171.505, 5.60909,67.2629, 197.222, 38.1704,53.9689, 197.995, 3.93654,34.8194, 174.523, -3.66626,24.9093, 156.833, 1.24397,77.7427, 185.974, 34.2282,69.3623, 189.574, 3.54592,51.568, 175.147, -2.35988,40.6377, 163.727, 2.50496,closed
34.5748, 171.532, 73.1233,22.442, 182.156, 57.2127,4.52728, 198.262, 28.0371,1.05858, 202.703, 4.45798,39.1571, 206.75, 46.8222,19.8093, 215.027, 7.82771,9.96293, 194.049, -1.93919,12.746, 178.65, 6.70402,53.5361, 204.012, 41.6197,35.8468, 209.681, 1.23958,20.4045, 187.352, -7.06714,18.8973, 171.364, 5.58642,67.2451, 197.294, 38.1523,53.9954, 197.956, 3.89039,34.9016, 174.422, -3.75028,24.9875, 156.709, 1.07998,77.762, 186.066, 34.2503,69.4136, 189.571, 3.54818,51.6564, 175.083, -2.38403,40.7155, 163.643, 2.41626,closed
34.5814, 171.586, 73.1212,22.4258, 182.225, 57.2378,4.4993, 198.341, 28.0827,1.09703, 202.741, 4.51313,39.1078, 206.761, 46.7539,19.786, 214.91, 7.72086,10.0038, 193.886, -2.01342,12.8155, 178.512, 6.66494,53.4997, 204.048, 41.5739,35.8439, 209.589, 1.16378,20.4673, 187.203, -7.11238,18.9859, 171.237, 5.57305,67.2293, 197.358, 38.1364,54.0184, 197.921, 3.85198,34.9715, 174.332, -3.82701,25.0493, 156.598, 0.919376,77.7785, 186.148, 34.2697,69.4576, 189.566, 3.55404,51.7321, 175.024, -2.39673,40.7817, 163.567, 2.34759,closed
34.5869, 171.634, 73.1193,22.412, 182.276, 57.2526,4.47384, 198.386, 28.1073,1.13214, 202.742, 4.54707,39.0635, 206.771, 46.6926,19.7655, 214.805, 7.62512,10.041, 193.74, -2.0796,12.8783, 178.389, 6.63041,53.4669, 204.081, 41.5328,35.8419, 209.507, 1.09532,20.5238, 187.07, -7.15439,19.0644, 171.125, 5.55888,67.215, 197.414, 38.1221,54.039, 197.886, 3.82221,35.0342, 174.246, -3.88689,25.1044, 156.492, 0.782235,77.7931, 186.221, 34.2871,69.4971, 189.563, 3.55911,51.8001, 174.971, -2.40991,40.8406, 163.499, 2.28133,closed
34.5914, 171.677, 73.1176,22.4027, 182.316, 57.2596,4.46086, 198.412, 28.1138,1.17801, 202.722, 4.55949,39.0244, 206.78, 46.6383,19.7478, 214.712, 7.5407,10.0743, 193.611, -2.13765,12.9342, 178.28, 6.60037,53.4378, 204.109, 41.4964,35.8402, 209.434, 1.03555,20.574, 186.951, -7.18992,19.134, 171.024, 5.54805,67.2021, 197.464, 38.1094,54.0572, 197.853, 3.8009,35.0915, 174.162, -3.92378,25.1589, 156.393, 0.687188,77.8057, 186.286, 34.3024,69.5324, 189.56, 3.56252,51.8587, 174.927, -2.43161,40.8843, 163.44, 2.1962,closed
34.4792, 171.19, 73.2176,22.3386, 181.864, 57.3461,4.49606, 198.006, 28.1695,1.32377, 202.307, 4.61493,38.9921, 206.266, 46.7144,19.8402, 214.149, 7.54784,10.2019, 193.036, -2.13643,13.037, 177.715, 6.62821,53.4223, 203.591, 41.6217,35.9538, 208.869, 1.09893,20.7169, 186.375, -7.15146,19.2375, 170.46, 5.59819,67.1984, 196.945, 38.2861,54.1632, 197.294, 3.93405,35.2066, 173.598, -3.88338,25.218, 155.826, 0.608215,77.8157, 185.763, 34.5254,69.6404, 189.001, 3.75845,51.9745, 174.36, -2.31698,40.9462, 162.875, 2.19376,closed
34.4496, 170.965, 73.263,22.3294, 181.633, 57.3722,4.5323, 197.759, 28.1614,1.41459, 202.031, 4.60122,38.9844, 206.003, 46.714,19.8949, 213.812, 7.50315,10.2884, 192.677, -2.16442,13.1194, 177.371, 6.62889,53.4252, 203.33, 41.6504,36.0232, 208.534, 1.08953,20.8157, 186.017, -7.15309,19.3248, 170.12, 5.61774,67.2115, 196.688, 38.3487,54.2354, 196.978, 3.97198,35.299, 173.259, -3.87218,25.2931, 155.485, 0.575817,77.843, 185.508, 34.6235,69.7195, 188.693, 3.8368,52.0662, 174.033, -2.27206,41.0124, 162.55, 2.18453,closed
34.3939, 170.667, 73.2201,22.2997, 181.384, 57.3423,4.56105, 197.591, 28.1441,1.50821, 201.913, 4.58978,38.9473, 205.753, 46.7383,19.9259, 213.61, 7.50501,10.3578, 192.48, -2.21485,13.1868, 177.163, 6.55881,53.4003, 203.102, 41.6979,36.0709, 208.358, 1.11267,20.8995, 185.84, -7.19693,19.3982, 169.92, 5.5438,67.1989, 196.478, 38.4115,54.2881, 196.815, 4.00877,35.3785, 173.096, -3.94247,25.3581, 155.302, 0.401218,77.8477, 185.314, 34.6879,69.7804, 188.541, 3.89259,52.143, 173.878, -2.30056,41.0635, 162.378, 2.05599,closed
34.321, 170.393, 73.1679,22.2541, 181.168, 57.3088,4.57129, 197.473, 28.1332,1.56363, 201.856, 4.58435,38.9166, 205.538, 46.7718,19.9462, 213.488, 7.53333,10.3851, 192.383, -2.24571,13.1996, 177.045, 6.49687,53.3751, 202.895, 41.7433,36.0977, 208.247, 1.14869,20.9306, 185.753, -7.23129,19.409, 169.804, 5.47085,67.1761, 196.274, 38.4591,54.3082, 196.694, 4.04015,35.397, 173, -4.00584,25.3544, 155.198, 0.254302,77.8266, 185.116, 34.7234,69.7985, 188.414, 3.92664,52.1606, 173.771, -2.33374,41.0595, 162.265, 1.95416,closed
34.3332, 170.143, 73.169,22.2747, 180.961, 57.3331,4.6204, 197.339, 28.1845,1.64969, 201.777, 4.64103,38.9099, 205.347, 46.8494,19.967, 213.354, 7.61004,10.4422, 192.255, -2.22019,13.2683, 176.904, 6.49406,53.3764, 202.733, 41.8293,36.1309, 208.147, 1.22939,20.9998, 185.651, -7.21145,19.4856, 169.673, 5.4559,67.1888, 196.137, 38.5447,54.353, 196.612, 4.1132,35.4725, 172.913, -4.02113,25.4328, 155.088, 0.15431,77.8568, 184.999, 34.7963,69.855, 188.351, 3.99709,52.2338, 173.702, -2.33693,41.118, 162.176, 1.86292,closed
34.358, 169.912, 73.1866,22.3026, 180.765, 57.3716,4.66593, 197.198, 28.2468,1.71796, 201.677, 4.70607,38.9125, 205.156, 46.9162,19.9814, 213.195, 7.6788,10.4836, 192.099, -2.18309,13.3214, 176.739, 6.51259,53.3842, 202.563, 41.9,36.1536, 208.014, 1.29864,21.0491, 185.513, -7.18017,19.5443, 169.517, 5.46445,67.2049, 195.985, 38.6135,54.3858, 196.494, 4.17497,35.5267, 172.79, -4.02194,25.4878, 154.948, 0.0865152,77.886, 184.863, 34.8556,69.8974, 188.248, 4.05526,52.2868, 173.594, -2.33323,41.1563, 162.054, 1.79338,closed
